"contrast","state","gene","mean_response","rms_response","direction"
"T1D-control","beta_major","INS",-1.63336214257524,1.63537244507786,"down"
"T1D-control","duct_major","TFPI2",-1.59862030106385,1.61455727146579,"down"
"T1D-control","duct_major","SPP1",-0.414721321844981,1.50660707043082,"down"
"T1D-control","duct_major","PPY",1.18159613653424,1.44308417812897,"up"
"T1D-control","duct_major","IL32",1.28987461193622,1.4274717819121,"up"
"T1D-control","duct_major","CXCL6",1.36993156425775,1.40751438580831,"up"
"T1D-control","acinar","LYZ",1.25602589136338,1.33356321703157,"up"
"T1D-control","beta_major","PPY",1.14688744566713,1.28584635893916,"up"
"T1D-control","duct_major","CCL2",1.13959125658485,1.23610107834438,"up"
"T1D-control","duct_major","CXCL8",1.08202602936143,1.20057746197868,"up"
"T1D-control","duct_major","FGFBP1",-1.15058945459836,1.18134086397089,"down"
"T1D-control","duct_major","KRT8",-1.1574165983371,1.17832187977968,"down"
"T1D-control","acinar","LGALS2",1.0204979829897,1.14492277425527,"up"
"T1D-control","acinar","MT1H",1.06535568734558,1.13371694380193,"up"
"T1D-control","alpha","TTR",-1.08980901024302,1.08998314358023,"down"
"T1D-control","duct_major","CYP1B1",-1.08682937404962,1.08866874866458,"down"
"T1D-control","acinar","GSTA2",1.00443900990444,1.0820021004213,"up"
"T1D-control","duct_major","CD74",1.05484071021747,1.06824248160874,"up"
"T1D-control","beta_major","TTR",1.0634495659519,1.06445095735351,"up"
"T1D-control","duct_major","CRP",0.938709851934141,1.03138539070197,"up"
"T1D-control","duct_major","KRT19",-0.65629599749619,1.02249292603862,"down"
"T1D-control","duct_major","KRT18",-0.920062663887446,1.00194170443061,"down"
"T1D-control","acinar","OLFM4",0.980690970240304,0.998585693527434,"up"
"T1D-control","acinar","MT1F",0.885774418175167,0.975589279918339,"up"
"T1D-control","duct_major","MMP7",-0.522866910417824,0.96431480808331,"down"
"T1D-control","beta_major","PCSK2",0.940550814350298,0.950914614909807,"up"
"T1D-control","acinar","MT1M",0.93094306507859,0.947041993160592,"up"
"T1D-control","beta_major","IAPP",-0.888543810622567,0.930883114211781,"down"
"T1D-control","duct_major","SST",-0.160845923729489,0.921151840847995,"down"
"T1D-control","beta_major","FAP",0.891971121155767,0.91686182520295,"up"
"T1D-control","duct_major","KRT7",-0.414800303602327,0.908160126120182,"down"
"T1D-control","duct_major","LGALS1",-0.635560058338685,0.901037773071523,"down"
"T1D-control","acinar","MT2A",0.828423995055176,0.893936867387263,"up"
"T1D-control","duct_major","CXCL1",0.857473549378501,0.890844584231122,"up"
"T1D-control","acinar","MT1G",0.77854158237216,0.857295454391136,"up"
"T1D-control","alpha","PPY",0.799735375658737,0.823358502807068,"up"
"T1D-control","alpha","MRC1",0.802771246041936,0.805702830187859,"up"
"T1D-control","duct_major","KRT23",-0.430034548215016,0.7865388232731,"down"
"T1D-control","beta_major","IGFBP5",0.780832620279251,0.782871736507453,"up"
"T1D-control","duct_major","SERPINA1",0.528272952735338,0.76637197809292,"up"
"T1D-control","beta_major","COL1A1",0.679722158335165,0.751772451217151,"up"
"T1D-control","duct_major","APCS",0.64279017222211,0.747923994495268,"up"
"T1D-control","acinar","SPP1",-0.0940500100670678,0.744448392793504,"down"
"T1D-control","duct_major","CXCL3",0.666276876752154,0.7339497682326,"up"
"T1D-control","alpha","GCG",0.729689389205755,0.731163166882327,"up"
"T1D-control","duct_major","CCL20",0.605784512922982,0.727367688497879,"up"
"T1D-control","duct_major","AKR1B10",-0.64533299321537,0.725065816486574,"down"
"T1D-control","duct_major","SLPI",-0.531903057860313,0.723701999400719,"down"
"T1D-control","beta_major","TIMP1",0.701377134884404,0.719512635328289,"up"
"T1D-control","beta_major","HSPA1B",0.69615532342192,0.715238739655519,"up"
"T1D-control","beta_major","SST",0.507399406423569,0.700569063911315,"up"
"T1D-control","duct_major","LGALS2",0.166001023841971,0.689949673961469,"up"
"T1D-control","duct_major","CCN1",-0.468242845539639,0.688912351186768,"down"
"T1D-control","acinar","IL32",0.608960773374337,0.681994120528846,"up"
"T1D-control","acinar","SST",0.0727516709213564,0.677211203569475,"up"
"T1D-control","duct_major","RBP4",-0.580216345523373,0.672151585142785,"down"
"T1D-control","acinar","DUOXA2",0.615380853021399,0.672121012048996,"up"
"T1D-control","acinar","PRSS1",-0.613937469998566,0.660848533116678,"down"
"T1D-control","beta_major","VIM",0.61727575676694,0.643667539825242,"up"
"T1D-control","duct_major","ANXA1",0.0339812751484364,0.631752653403571,"up"
"T1D-control","acinar","MT1E",0.580548172661053,0.615639992831216,"up"
"T1D-control","duct_major","MT1F",0.277670258517366,0.615015594046143,"up"
"T1D-control","beta_major","SOCS3",0.598560282250244,0.601142588431621,"up"
"T1D-control","beta_major","DLK1",-0.583582878419061,0.597387192800422,"down"
"T1D-control","acinar","APOD",0.563235545778939,0.585571929933421,"up"
"T1D-control","acinar","MT1X",0.435132927687983,0.578227471674695,"up"
"T1D-control","acinar","PPY",0.332867657318388,0.576918528856827,"up"
"T1D-control","duct_major","MGP",0.142868453129888,0.56761014909398,"up"
"T1D-control","acinar","KRT7",0.00191188838970636,0.567388404493173,"up"
"T1D-control","acinar","MT1A",0.55724495175566,0.564892334797376,"up"
"T1D-control","duct_major","MT1X",-0.047408376315052,0.563313034468148,"down"
"T1D-control","acinar","AMY2A",0.476535913762739,0.559376312124769,"up"
"T1D-control","acinar","HAMP",0.535473479476494,0.556543486165603,"up"
"T1D-control","acinar","PRSS2",-0.550029259925957,0.556412861554843,"down"
"T1D-control","beta_major","G6PC2",0.548774429068896,0.555689735545633,"up"
"T1D-control","beta_major","ZFP36",0.534766326507471,0.550145458577008,"up"
"T1D-control","beta_major","SPP1",0.409593705560247,0.54721911703073,"up"
"T1D-control","duct_major","CHI3L1",0.532909682894963,0.546059409508701,"up"
"T1D-control","beta_major","GCG",0.520934256751122,0.544633310433395,"up"
"T1D-control","beta_major","HLA-DRA",0.513712040850026,0.541994734128427,"up"
"T1D-control","alpha","HSPA1A",-0.535552792231673,0.537422454037389,"down"
"T1D-control","duct_major","CCL7",-0.508317472382635,0.536039658385595,"down"
"T1D-control","duct_major","S100A9",-0.478460185584383,0.534060287622527,"down"
"T1D-control","acinar","KRT19",0.0151241935293002,0.53146087036706,"up"
"T1D-control","beta_major","PDX1",0.522058813458548,0.530602706713024,"up"
"T1D-control","duct_major","GSTA2",0.0211111280229766,0.5209589265339,"up"
"T1D-control","duct_major","LYZ",0.166916924651515,0.518693272198774,"up"
"T1D-control","beta_major","CD74",0.481919422652228,0.4997588140434,"up"
"T1D-control","acinar","MGP",0.437521158521107,0.499566824789344,"up"
"T1D-control","duct_major","MT2A",0.1409950230168,0.497550286840925,"up"
"T1D-control","duct_major","MT1G",-0.0055971410683667,0.496932722653057,"down"
"T1D-control","beta_major","MRC1",0.45278075906541,0.493509244679037,"up"
"T1D-control","duct_major","S100A2",-0.482297857032721,0.486162714671797,"down"
"T1D-control","duct_major","MT1H",-0.0269896575589719,0.480676217204093,"down"
"T1D-control","beta_major","SERPINA1",0.437948161225449,0.476985020146259,"up"
"T1D-control","beta_major","HLA-DRB1",0.451819722510503,0.476842983438511,"up"
"T1D-control","beta_major","ACTA2",0.409363394331637,0.467920084265274,"up"
"T1D-control","beta_major","APCS",0.437628346127984,0.462728409319998,"up"
"T1D-control","duct_major","TIMP1",-0.415875320824306,0.45866711134049,"down"
"T1D-control","acinar","LTB",0.426682623675461,0.456251106043527,"up"
"T1D-control","beta_major","NR4A1",0.431431468430179,0.455238116393496,"up"
"T1D-control","duct_major","PDX1",-0.432604713613294,0.455024629954308,"down"
"T1D-control","duct_major","COL6A1",-0.404472973963031,0.447487987397324,"down"
"T1D-control","acinar","AMY2B",0.398046209640763,0.445537172921534,"up"
"T1D-control","beta_major","TFF3",0.436476028218795,0.441603509646011,"up"
"T1D-control","beta_major","EGR4",0.376085607255365,0.440998932666409,"up"
"T1D-control","duct_major","MT1E",0.28406811765111,0.439608031000413,"up"
"T1D-control","beta_major","BIRC5",0.412112334464752,0.439565500316207,"up"
"T1D-control","beta_major","INHBA",0.433776559487776,0.438051661490294,"up"
"T1D-control","duct_major","APOE",-0.373342290776072,0.437990940053538,"down"
"T1D-control","duct_major","CRYAB",-0.0689393718352515,0.437640653804653,"down"
"T1D-control","duct_major","HLA-DRB1",0.112331878389508,0.43488486333147,"up"
"T1D-control","beta_major","KRT7",0.301973519302318,0.431356052853721,"up"
"T1D-control","beta_major","MMP7",0.264459362377156,0.430709412978265,"up"
"T1D-control","beta_major","RBP4",-0.386844143201347,0.424381893133913,"down"
"T1D-control","alpha","ZFP36",0.4184169486493,0.423308865663043,"up"
"T1D-control","duct_major","COL4A1",0.387080566806924,0.423047891079456,"up"
"T1D-control","duct_major","GADD45B",-0.162113719377355,0.421369018418786,"down"
"T1D-control","duct_major","LTB",0.233617645993806,0.42084369922873,"up"
"T1D-control","beta_major","HLA-DPA1",0.382454750721708,0.417363552533989,"up"
"T1D-control","duct_major","DUOXA2",-0.239015087704647,0.417161976009177,"down"
"T1D-control","beta_major","ANGPTL4",0.377183805134617,0.415827297498297,"up"
"T1D-control","beta_major","CXCL8",-0.0850835661549688,0.408672793120202,"down"
"T1D-control","beta_major","G0S2",0.372523113158087,0.404892519515322,"up"
"T1D-control","duct_major","VIM",0.290802569685283,0.403462293278142,"up"
"T1D-control","duct_major","CXCL2",0.148532780213802,0.396886430207978,"up"
"T1D-control","duct_major","KRT17",-0.338423362681304,0.393194608122197,"down"
"T1D-control","acinar","MMP7",-0.0246971930841623,0.392944723175341,"down"
"T1D-control","beta_major","AKR1B10",0.36139934131226,0.392695160077293,"up"
"T1D-control","duct_major","AMY2A",0.148199017560057,0.39160498987188,"up"
"T1D-control","beta_major","ANXA1",0.311386373955694,0.387135704052838,"up"
"T1D-control","beta_major","C11orf96",0.374908129012378,0.384888025929402,"up"
"T1D-control","beta_major","SPARC",0.383775329950222,0.38433949115417,"up"
"T1D-control","beta_major","IGFBP6",0.371767017232819,0.379534489550808,"up"
"T1D-control","acinar","KRT23",-0.0525823812589041,0.376433756184464,"down"
"T1D-control","beta_major","TAGLN",0.347561724874373,0.368933992557756,"up"
"T1D-control","beta_major","NPY",0.36227584685222,0.367799232793653,"up"
"T1D-control","beta_major","APOE",0.354741602680807,0.364870511608866,"up"
"T1D-control","duct_major","PRSS1",0.263502676721819,0.364177316237238,"up"
"T1D-control","beta_major","LOXL4",0.357585482177783,0.361908578518879,"up"
"T1D-control","beta_major","ISG15",0.316484448769959,0.360673349475534,"up"
"T1D-control","duct_major","HAMP",0.17330592950338,0.357835977437821,"up"
"T1D-control","alpha","LOXL4",0.357002202781403,0.357462987638539,"up"
"T1D-control","duct_major","CEACAM6",-0.130896766882086,0.354133255211555,"down"
"T1D-control","duct_major","SPRR2A",-0.312683611485502,0.352908304545656,"down"
"T1D-control","acinar","CCN1",0.0918980846215945,0.347510370017139,"up"
"T1D-control","duct_major","OLFM4",0.0636528434270709,0.345015366149273,"up"
"T1D-control","beta_major","CRP",0.319908409179089,0.344780131902938,"up"
"T1D-control","duct_major","LCN2",-0.310101383708181,0.344349635336981,"down"
"T1D-control","duct_major","AGR2",-0.336669459616408,0.340922922684771,"down"
"T1D-control","beta_major","TGFBI",0.33186932779962,0.339049779033724,"up"
"T1D-control","duct_major","ANKRD1",0.328657972503305,0.335177161946845,"up"
"T1D-control","duct_major","MUC1",-0.334657111841651,0.335144481196955,"down"
"T1D-control","beta_major","KRT17",0.296873190750082,0.331590670160453,"up"
"T1D-control","beta_major","COL3A1",0.313356422862876,0.329261627115139,"up"
"T1D-control","duct_major","CCN2",0.248302807413976,0.329153945459496,"up"
"T1D-control","duct_major","ZFP36",0.167627238081909,0.326787508549692,"up"
"T1D-control","beta_major","COL6A3",0.27728966749613,0.326171515271845,"up"
"T1D-control","beta_major","PLAU",0.312364051233646,0.325445328440384,"up"
"T1D-control","duct_major","REG1B",0.287362824340095,0.321224363522962,"up"
"T1D-control","beta_major","COL4A1",0.309529695342961,0.320696267104464,"up"
"T1D-control","beta_major","PRSS1",0.307377846112546,0.317064235769024,"up"
"T1D-control","beta_major","CCL3",0.306779343759539,0.313170395956579,"up"
"T1D-control","duct_major","AMY2B",0.190305450011549,0.312181685672102,"up"
"T1D-control","beta_major","HSPA1A",0.292171080966367,0.311894111456617,"up"
"T1D-control","beta_major","FGA",0.299140353075122,0.311772190533124,"up"
"T1D-control","beta_major","CXCL1",-0.0924964701176915,0.306709467265437,"down"
"T1D-control","acinar","AKR1B10",0.232038500793103,0.300720605785006,"up"
"T1D-control","acinar","AKR1C2",0.193304802756177,0.299776822104445,"up"
"T1D-control","alpha","SPP1",0.131409774799384,0.29906388786819,"up"
"T1D-control","acinar","SLPI",0.106986508107748,0.298977853570303,"up"
"T1D-control","acinar","ANXA1",0.0954500965594761,0.298184914757065,"up"
"T1D-control","duct_major","AKR1C2",0.000810207631001038,0.296904052811947,"up"
"T1D-control","beta_major","LGALS2",0.169697999080307,0.295535349865204,"up"
"T1D-control","acinar","CP",0.277006261342117,0.295499580590248,"up"
"T1D-control","alpha","LYZ",-0.281167763654978,0.295136095625078,"down"
"T1D-control","alpha","INHBA",0.291775001406671,0.293742642610706,"up"
"T1D-control","beta_major","TYROBP",0.282952471275557,0.291410022560246,"up"
"T1D-control","alpha","CFD",-0.291255677700306,0.291384369241513,"down"
"T1D-control","beta_major","GADD45B",0.266209049745803,0.286746422638456,"up"
"T1D-control","duct_major","REG1A",0.279771606600066,0.285213720752323,"up"
"T1D-control","beta_major","KRT19",0.10172099292254,0.283493591798776,"up"
"T1D-control","beta_major","CGA",0.27620227028247,0.282148556891715,"up"
"T1D-control","beta_major","MAFA",-0.255249958215941,0.281341039174213,"down"
"T1D-control","acinar","IFITM3",0.276055299623689,0.281309933425201,"up"
"T1D-control","beta_major","S100A2",0.267307633399045,0.27943895181982,"up"
"T1D-control","acinar","CCL2",-0.068299840791999,0.278148548870395,"down"
"T1D-control","alpha","G6PC2",-0.271853588127815,0.275720156453797,"down"
"T1D-control","alpha","LTB",-0.262072961826063,0.275677430264505,"down"
"T1D-control","beta_major","S100A4",0.273057207575425,0.274104088496284,"up"
"T1D-control","duct_major","ANGPTL4",-0.103203546075754,0.273259966107746,"down"
"T1D-control","beta_major","CCL20",-0.115794523827059,0.27310771961733,"down"
"T1D-control","beta_major","PRSS2",0.267019368465629,0.273100794668734,"up"
"T1D-control","beta_major","APOC1",0.248265597841301,0.272601954341157,"up"
"T1D-control","beta_major","HMOX1",0.25304207986286,0.272132996402596,"up"
"T1D-control","duct_major","SPARC",0.266589349039608,0.267557018525924,"up"
"T1D-control","duct_major","DCN",0.134003276739514,0.267419623791141,"up"
"T1D-control","beta_major","STC1",0.25907449399668,0.26550016564401,"up"
"T1D-control","beta_major","S100A9",0.24722666899388,0.263812910626729,"up"
"T1D-control","beta_major","LUM",0.253531410355217,0.263538892191836,"up"
"T1D-control","beta_major","SLPI",0.204143976624878,0.262981028674752,"up"
"T1D-control","beta_major","PCSK1",0.230848194986328,0.260270625288332,"up"
"T1D-control","duct_major","TPM2",0.168362826598426,0.259176541303553,"up"
"T1D-control","acinar","COL6A3",0.21667838902181,0.258881771159476,"up"
"T1D-control","acinar","HLA-DRB1",-0.014712295590243,0.258548323529082,"down"
"T1D-control","beta_major","SFRP2",0.246590300606317,0.258507768909887,"up"
"T1D-control","beta_major","C1QA",0.252276266247893,0.258491613315339,"up"
"T1D-control","duct_major","GHRL",0.257302129957402,0.25810158489894,"up"
"T1D-control","acinar","MUC1",0.257577140586652,0.25764773654599,"up"
"T1D-control","beta_major","OLFM4",0.211737153421073,0.255987051602389,"up"
"T1D-control","beta_major","RRAD",0.23544014346197,0.255511340880954,"up"
"T1D-control","duct_major","COL6A3",0.143275686008303,0.255048270488797,"up"
"T1D-control","beta_major","LCN2",0.238434528349263,0.253791374754787,"up"
"T1D-control","alpha","LGALS2",-0.222329652683433,0.25319982793986,"down"
"T1D-control","beta_major","FCER1G",0.247480088753387,0.252773523573201,"up"
"T1D-control","duct_major","PRSS2",0.232176340701054,0.251133341821505,"up"
"T1D-control","duct_major","SPON2",0.234666644580434,0.250748934415015,"up"
"T1D-control","alpha","MMP7",-0.192783813709585,0.250452217645435,"down"
"T1D-control","duct_major","APOD",0.0994893226219908,0.249335123161512,"up"
"T1D-control","duct_major","COL1A1",-0.000920736591894459,0.248975807626647,"down"
"T1D-control","beta_major","CCL7",0.240946510999847,0.248536696377684,"up"
"T1D-control","beta_major","C1QB",0.24188069637552,0.248534481391841,"up"
"T1D-control","duct_major","BGN",0.246554738540898,0.247641184712862,"up"
"T1D-control","duct_major","IGFBP6",0.240662733008949,0.247496911495343,"up"
"T1D-control","alpha","CRYAB",-0.231742287303963,0.247266670641402,"down"
"T1D-control","beta_major","CXCL3",-0.119331971120102,0.246321120943582,"down"
"T1D-control","beta_major","CEACAM6",0.214439864349888,0.246214102944503,"up"
"T1D-control","duct_major","STC1",-0.0890341616549441,0.245258576831761,"down"
"T1D-control","beta_major","REG1A",0.244229029140096,0.244979394812238,"up"
"T1D-control","acinar","DCN",0.227237480331008,0.244809161416439,"up"
"T1D-control","duct_major","TCN1",0.123843756007482,0.244438955263474,"up"
"T1D-control","beta_major","COL6A2",0.234708874284623,0.244437686439085,"up"
"T1D-control","beta_major","TPM2",0.23024929949225,0.243272484215009,"up"
"T1D-control","beta_major","PGF",0.211474568051555,0.241812359261719,"up"
"T1D-control","acinar","CXCL8",0.161166870451817,0.24076751968433,"up"
"T1D-control","beta_major","LGALS1",0.164397930373942,0.240005123518976,"up"
"T1D-control","beta_major","MUC1",0.23918558761804,0.239638264301346,"up"
"T1D-control","beta_major","IFITM3",0.215034263874137,0.239023317653223,"up"
"T1D-control","beta_major","IL11",0.223443319091409,0.237353407811595,"up"
"T1D-control","beta_major","CXCL2",0.200152647360334,0.236596665655955,"up"
"T1D-control","acinar","CEACAM6",0.0448850883371447,0.23533728847354,"up"
"T1D-control","beta_major","AMY2A",0.2161014666925,0.23506809692259,"up"
"T1D-control","beta_major","CYP1B1",0.231761614213282,0.232343159666264,"up"
"T1D-control","duct_major","CP",0.100554714081816,0.232139324026808,"up"
"T1D-control","duct_major","MT1M",0.147564105320912,0.231952145657477,"up"
"T1D-control","duct_major","TAGLN",0.136450705658281,0.231261463758881,"up"
"T1D-control","beta_major","CCN2",0.217157423807648,0.228784418123777,"up"
"T1D-control","acinar","SERPINA1",-0.0258180883051144,0.228412383319675,"down"
"T1D-control","duct_major","NPPB",-0.170842386355939,0.228292985038756,"down"
"T1D-control","duct_major","IL11",0.0633551238321303,0.22823323597899,"up"
"T1D-control","beta_major","SRGN",0.227386477606935,0.227405234255118,"up"
"T1D-control","alpha","LGALS1",-0.183785269100543,0.226983890545435,"down"
"T1D-control","acinar","LGALS1",0.0818302054380205,0.226410631795552,"up"
"T1D-control","beta_major","SPON2",0.217990712769007,0.225885453855947,"up"
"T1D-control","beta_major","IL32",-0.00180344967219502,0.225343288752991,"down"
"T1D-control","duct_major","RRAD",-0.183467983771521,0.225244896546912,"down"
"T1D-control","beta_major","FBLN1",0.22429995611531,0.22522876476514,"up"
"T1D-control","duct_major","FGA",-0.0218355560929264,0.225186938558517,"down"
"T1D-control","beta_major","IL1B",0.220048454539344,0.224197930520952,"up"
"T1D-control","alpha","PRSS1",0.218781492901109,0.224017994241828,"up"
"T1D-control","duct_major","CXCL5",0.168269513156117,0.223314918848551,"up"
"T1D-control","acinar","CXCL2",0.0595385401926958,0.222952332545485,"up"
"T1D-control","acinar","CRYAB",0.112789770324232,0.222464588482827,"up"
"T1D-control","beta_major","CHI3L1",0.219827698859205,0.222039658503209,"up"
"T1D-control","duct_major","HLA-DRA",0.00994071251896235,0.221976215706558,"up"
"T1D-control","alpha","CRP",0.202223708185162,0.221794164377403,"up"
"T1D-control","acinar","KRT18",-0.00497772931140155,0.221596977896708,"down"
"T1D-control","duct_major","IL6",0.205404535896759,0.220515446773002,"up"
"T1D-control","beta_major","TIMP3",0.211219968424847,0.218621193586283,"up"
"T1D-control","alpha","HLA-DPA1",-0.210275893934216,0.217829828019233,"down"
"T1D-control","alpha","SST",0.0206884408158373,0.216525540694705,"up"
"T1D-control","beta_major","FN1",0.199640697781796,0.215814407443794,"up"
"T1D-control","duct_major","IAPP",0.0460954298818257,0.214616799827788,"up"
"T1D-control","acinar","G0S2",-0.162925716181433,0.214112906827123,"down"
"T1D-control","acinar","REG1A",0.213097524835744,0.21393887897742,"up"
"T1D-control","duct_major","INHBA",0.0987887206614259,0.213453917679627,"up"
"T1D-control","duct_major","CELA2A",0.137825528011361,0.213408990083359,"up"
"T1D-control","acinar","GADD45B",-0.0138633354253614,0.213339193870755,"down"
"T1D-control","acinar","FGG",0.208799197489543,0.213154275091191,"up"
"T1D-control","beta_major","DUSP2",0.21189078169095,0.21234953459272,"up"
"T1D-control","beta_major","NPPB",0.208923607898811,0.211857454764855,"up"
"T1D-control","beta_major","PECAM1",0.202310887338163,0.210782976691418,"up"
"T1D-control","beta_major","CCN1",0.118899693072847,0.208344024434093,"up"
"T1D-control","duct_major","SERPINB2",0.0433639589793585,0.208273430210888,"up"
"T1D-control","beta_major","GEM",0.207882571049703,0.208018862301192,"up"
"T1D-control","acinar","C11orf96",-0.129156204785523,0.207916250994109,"down"
"T1D-control","acinar","VIM",-0.00959868519534845,0.206504083599934,"down"
"T1D-control","acinar","HLA-DRA",-0.137960352828039,0.204712971846898,"down"
"T1D-control","beta_major","SHISAL2B",0.156358193645284,0.203216978314879,"up"
"T1D-control","beta_major","MT1F",0.136817459243837,0.203089258462964,"up"
"T1D-control","acinar","CYP2E1",0.199930058868947,0.202343349034283,"up"
"T1D-control","alpha","C11orf96",0.197600083858789,0.200529355069822,"up"
"T1D-control","beta_major","S100A8",0.200497418726899,0.20049743642324,"up"
"T1D-control","duct_major","G0S2",-0.00360914364653651,0.20010252088148,"down"
"T1D-control","beta_major","TNFAIP6",0.198397778016337,0.199912092888974,"up"
"T1D-control","beta_major","HOXB2",0.147489112725521,0.198745548650151,"up"
"T1D-control","duct_major","ISG15",-0.0754690669965533,0.198550877291294,"down"
"T1D-control","beta_major","IL6",0.189509516108526,0.197006604698391,"up"
"T1D-control","duct_major","C11orf96",0.0173475631497269,0.196902257469794,"up"
"T1D-control","alpha","ANXA1",-0.145203955807896,0.196833873904925,"down"
"T1D-control","beta_major","CELA2A",0.170408585719314,0.195065363615956,"up"
"T1D-control","acinar","COL3A1",0.188223240228736,0.194881521153565,"up"
"T1D-control","acinar","ANGPTL4",0.0857020083639376,0.194494399829055,"up"
"T1D-control","alpha","OLFM4",0.182683918580452,0.194292269759444,"up"
"T1D-control","beta_major","AMY2B",0.179315783570292,0.193925069029459,"up"
"T1D-control","beta_major","LYZ",0.054544422924334,0.193415791838448,"up"
"T1D-control","beta_major","MT1A",0.149104144603431,0.192851898826665,"up"
"T1D-control","duct_major","LUM",0.127558381889074,0.192413884925847,"up"
"T1D-control","acinar","RBP4",-0.0137688464673878,0.191576677945432,"down"
"T1D-control","acinar","LUM",0.172224465228631,0.191279212541603,"up"
"T1D-control","acinar","PGC",-0.188911534310739,0.190432996717535,"down"
"T1D-control","beta_major","REG1B",0.179859295864446,0.188147744044612,"up"
"T1D-control","duct_major","IGFBP4",0.170809655005114,0.187981966855908,"up"
"T1D-control","duct_major","DLK1",0.165190968543423,0.187361867198955,"up"
"T1D-control","duct_major","G6PC2",-0.00818056010900741,0.185242010413431,"down"
"T1D-control","acinar","APOE",0.110858068952402,0.184674030771256,"up"
"T1D-control","duct_major","HSPA1A",-0.0317760015063494,0.184562657559187,"down"
"T1D-control","beta_major","PI3",0.182953085937565,0.184300738243702,"up"
"T1D-control","alpha","MT1H",-0.166094331427868,0.183624046170778,"down"
"T1D-control","beta_major","KRT23",0.0571851049783706,0.182884038423155,"up"
